backend,eps_seg,eps_scale,eps_print,total_err
SAM,-0.027372,-0.1097,0.006806,-0.128175
SAM,-0.03495,-0.091027,0.007087,-0.116579
SAM,-0.021862,0.041539,0.006592,0.025485
SAM,-0.08695,-0.036225,0.005357,-0.115311
SAM,-0.135542,-0.067487,0.006344,-0.188768
SAM,-0.038825,0.033579,0.005746,-0.000842
SAM,-0.11141,-0.052122,0.007406,-0.151488
SAM,-0.012449,-0.087352,0.007277,-0.092154
SAM,-0.075948,-0.01881,0.007442,-0.086583
SAM,-0.11315,-0.015211,0.005877,-0.121506
SAM,-0.122843,-0.021551,0.004863,-0.137574
SAM,-0.118554,0.179385,0.00459,0.044336
SAM,-0.027891,0.040629,0.007261,0.01895
SAM,-0.030232,-0.083726,0.006465,-0.105682
SAM,-0.000619,-0.089786,0.005582,-0.085271
SAM,-0.038415,-0.13455,0.00741,-0.16163
SAM,-0.066542,0.138008,0.00773,0.070493
SAM,-0.175474,-0.039037,0.0068,-0.202273
SAM,-0.036121,-0.09079,0.006276,-0.118131
SAM,-0.048405,-0.059265,0.006636,-0.098862
SAM,-0.116245,-0.069095,0.008029,-0.170702
SAM,-0.027645,0.080384,0.007916,0.058832
SAM,-0.000619,0.074985,0.006632,0.081443
SAM,-0.083184,0.001542,0.006995,-0.075347
SAM,0.036168,0.054115,0.011407,0.104699
SAM,-0.012668,0.030048,0.008973,0.026125
SAM,-0.150138,0.059313,0.006905,-0.093513
SAM,-0.000619,0.047564,0.00829,0.055594
SAM,-0.118554,-0.038242,0.007245,-0.146121
SAM,-0.099502,0.110354,0.008343,0.008213
SAM,-0.04768,0.051781,0.006147,0.007789
SAM,-0.05662,0.055885,0.007603,0.003673
SAM,0.004722,0.013046,0.007885,0.025855
SAM,-0.047007,-0.067055,0.006844,-0.104825
SAM,-0.047402,-0.009662,0.006439,-0.050531
SAM,-0.052353,-0.048016,0.007093,-0.091457
SAM,-0.052353,0.075685,0.005511,0.024988
SAM,-0.027514,0.008339,0.006473,-0.013057
SAM,0.011764,0.019613,0.006317,0.038124
SAM,-0.197629,-0.012893,0.007722,-0.201858
SAM,-0.11141,-0.01803,0.007383,-0.12099
SAM,-0.028571,-0.017392,0.007513,-0.038295
SAM,-0.021919,-0.05886,0.008045,-0.072082
SAM,-0.054398,-0.00514,0.005751,-0.053849
SAM,-0.05662,-0.044996,0.008486,-0.091424
SAM,-0.071798,-0.000448,0.007784,-0.064992
SAM,-0.026949,0.020761,0.005495,-0.00129
SAM,-0.030232,-0.0416,0.007647,-0.063467
SAM,-0.041825,0.08639,0.007437,0.048693
SAM,0.066421,-0.022132,0.007281,0.050411
SAM,-0.132492,0.088891,0.00594,-0.049768
SAM,-0.101556,-0.00713,0.006859,-0.101843
SAM,-0.065932,-0.12202,0.007535,-0.173727
SAM,-0.073547,-0.066864,0.006913,-0.129517
SAM,-0.197629,0.098184,0.005554,-0.113955
SAM,-0.135385,0.029842,0.006515,-0.103782
SAM,0.046176,0.030988,0.007231,0.086395
SAM,0.057162,-0.001333,0.006694,0.06282
SAM,-0.085325,0.009295,0.008758,-0.068737
SAM,-0.06369,0.077451,0.00763,0.016525
SAM,-0.05575,-0.048223,0.007591,-0.094462
SAM,-0.047159,0.041527,0.007061,-0.000584
SAM,-0.058802,-0.003365,0.006444,-0.055925
SAM,-0.015381,-0.000457,0.008581,-0.007386
SAM,-0.079309,0.004417,0.006516,-0.069218
SAM,-0.038825,0.038137,0.00696,0.004776
SAM,-0.094064,0.135553,0.006805,0.03574
SAM,-0.058802,0.025995,0.005508,-0.029017
SAM,-0.055397,-0.00915,0.007334,-0.057176
SAM,-0.107166,-0.002526,0.007867,-0.102416
SAM,-0.036121,-0.051987,0.006319,-0.080457
SAM,-0.099502,0.116203,0.006597,0.011769
SAM,-0.025556,0.006773,0.006072,-0.013
SAM,-0.117899,-0.036949,0.008687,-0.143111
SAM,-0.106383,0.140909,0.007326,0.027004
SAM,-0.079309,0.053778,0.00821,-0.021831
SAM,-0.164201,-0.035055,0.006481,-0.188273
SAM,-0.064011,-0.041249,0.007451,-0.095934
SAM,-0.039289,0.04974,0.005331,0.013873
SAM,-0.159224,0.009283,0.006295,-0.146077
SAM,-0.015152,0.0737,0.008928,0.066872
SAM,-0.125445,0.038303,0.007306,-0.085313
SAM,0.007933,0.128674,0.006569,0.1451
SAM,-0.041818,-0.0852,0.005058,-0.119021
SAM,-0.051397,-0.033498,0.007081,-0.076682
SAM,-0.107166,0.03993,0.006479,-0.0655
SAM,-0.10828,0.032499,0.007747,-0.072167
SAM,-0.106383,0.011882,0.005446,-0.09084
SAM,-0.032724,0.032138,0.00779,0.006139
SAM,0.066421,-0.052775,0.006446,0.016652
SAM,-0.037154,0.039309,0.005863,0.006562
SAM,-0.04768,-0.139185,0.007085,-0.174421
SAM,-0.058802,0.048666,0.008717,-0.004394
SAM,-0.158656,0.059484,0.007622,-0.101815
SAM,-0.117899,-0.046762,0.007209,-0.153086
SAM,-0.146034,0.030884,0.006362,-0.114059
SAM,0.007933,-0.026497,0.008317,-0.010614
SAM,-0.037154,0.05441,0.007248,0.022592
SAM,-0.08695,0.119191,0.004925,0.026911
SAM,-0.05575,-0.085203,0.007661,-0.129585
SAM,0.036168,-0.106346,0.007139,-0.067413
SAM,-0.02982,-0.092311,0.006777,-0.113411
SAM,-0.027645,0.095384,0.008139,0.073771
SAM,-0.022592,-0.081176,0.006159,-0.096404
SAM,0.026037,-0.08614,0.006369,-0.056374
SAM,-0.125445,0.069861,0.006718,-0.058062
SAM,-0.046665,0.030096,0.007307,-0.010797
SAM,-0.106383,0.051145,0.006284,-0.054776
SAM,-0.050451,-0.0016,0.005898,-0.046379
SAM,-0.038825,0.035421,0.006689,0.001878
SAM,-0.058802,0.015485,0.006388,-0.038122
SAM,0.107229,0.024827,0.00854,0.144408
SAM,-0.064011,0.068091,0.004832,0.004552
SAM,-0.067197,-0.096912,0.00777,-0.151051
SAM,-0.047561,-0.048163,0.00484,-0.089045
SAM,-0.125471,-0.080464,0.006803,-0.190369
SAM,-0.135385,-0.110618,0.005799,-0.226567
SAM,-0.159224,-0.004676,0.005329,-0.158696
SAM,-0.070033,0.091881,0.008202,0.023741
SAM,-0.107166,0.055652,0.007607,-0.050308
SAM,-0.123378,-0.10577,0.006941,-0.210658
SAM,-0.161474,0.004815,0.007009,-0.151531
SAM,-0.10828,-0.111027,0.006114,-0.202439
SAM,-0.135542,0.000296,0.006417,-0.129737
SAM,-0.015381,0.18935,0.006189,0.178304
SAM,-0.053663,-0.070777,0.006353,-0.115056
SAM,-0.026949,-0.087061,0.006666,-0.105743
SAM,-0.041825,-5e-06,0.008209,-0.033964
SAM,-0.146034,0.204377,0.007471,0.036181
SAM,-0.125471,-0.016656,0.007189,-0.133855
SAM,0.026037,-0.039973,0.005885,-0.00918
SAM,-0.042143,-0.139722,0.007325,-0.16994
SAM,-0.038415,-0.100391,0.004388,-0.131154
SAM,0.020936,-0.039474,0.006185,-0.013299
SAM,-0.042143,0.005378,0.005644,-0.031556
SAM,-0.038415,-0.049983,0.006506,-0.080535
SAM,-0.04768,0.038542,0.00659,-0.004457
SAM,-0.012449,0.145056,0.006443,0.138087
SAM,-0.064611,0.021764,0.006859,-0.037698
SAM,-0.055397,0.07689,0.007027,0.024382
SAM,-0.047159,-0.111194,0.008216,-0.146152
SAM,-0.032724,-0.076804,0.006067,-0.101597
SAM,-0.046665,-0.089169,0.006043,-0.126425
SAM,-0.197629,0.091631,0.006769,-0.118178
SAM,-0.039289,-0.093024,0.00718,-0.122402
SAM,-0.032337,-0.136738,0.006915,-0.158877
SAM,-0.032337,-0.066625,0.008703,-0.088947
SAM,-0.027514,-0.029513,0.007723,-0.048926
SAM,-0.015381,-0.006096,0.00825,-0.01331
SAM,0.102057,-0.039266,0.007329,0.066544
SAM,-0.042143,-0.005743,0.00696,-0.041015
SAM,-0.036121,0.037544,0.004344,0.004411
SAM,0.084014,0.102416,0.006923,0.203308
SAM,-0.044151,0.008365,0.006546,-0.029847
SAM,-0.079309,0.018043,0.006572,-0.056537
SAM,0.084014,0.163587,0.007857,0.271255
SAM,0.107229,0.072297,0.00554,0.193857
SAM,-0.051397,-0.000623,0.007954,-0.044448
SAM,-0.02982,-0.078379,0.007495,-0.09916
SAM,0.020936,-0.017541,0.007085,0.010134
SAM,-0.099502,0.066216,0.007673,-0.032509
SAM,-0.054398,-0.052758,0.005063,-0.099751
SAM,-0.064611,0.028896,0.007235,-0.030619
SAM,-0.118554,-0.023155,0.005365,-0.134344
SAM,0.065668,0.060873,0.007203,0.138682
SAM,-0.055397,0.003781,0.005644,-0.046473
SAM,0.004722,0.094825,0.006046,0.106645
SAM,-0.001231,0.011992,0.006388,0.017203
SAM,-0.056492,0.042539,0.006557,-0.009907
SAM,-0.071798,0.035857,0.00703,-0.031756
SAM,-0.033571,0.022533,0.007546,-0.004337
SAM,-0.00237,-0.020002,0.009237,-0.013293
SAM,-0.125471,0.009967,0.006158,-0.111316
SAM,-0.135385,-0.053479,0.00696,-0.175928
SAM,-0.000619,0.087134,0.006742,0.093785
SAM,-0.06369,0.061975,0.005764,6.8e-05
SAM,0.017133,-0.0388,0.004861,-0.017578
SAM,-0.164201,0.023408,0.005873,-0.139612
SAM,-0.000619,0.039497,0.006265,0.045362
SAM,-0.173381,-0.04376,0.006442,-0.204462
SAM,-0.048405,0.075384,0.005393,0.028849
SAM,-0.047159,-0.039768,0.006519,-0.079088
SAM,-0.094247,-0.015748,0.006645,-0.102588
SAM,-0.041825,-0.04311,0.005921,-0.077704
SAM,0.004722,-0.007133,0.007577,0.005114
SAM,-0.015152,-0.009802,0.005111,-0.019821
SAM,-0.0405,-0.077022,0.0071,-0.108114
SAM,-0.10828,0.066028,0.006593,-0.043134
SAM,-0.063113,0.157037,0.006909,0.091501
SAM,-0.039289,-0.127058,0.007239,-0.155284
SAM,-0.021919,-0.038841,0.007117,-0.053217
SAM,-0.064611,-0.065882,0.004866,-0.121985
SAM,-0.123378,0.097444,0.006568,-0.031639
SAM,-0.064611,0.079188,0.00729,0.01682
SAM,0.036168,-0.024518,0.007324,0.018166
SAM,-0.041825,0.06026,0.006026,0.022037
SAM,-0.025556,0.053936,0.005743,0.032899
SAM,-0.01633,0.108214,0.007395,0.098177
SAM,-0.041818,-0.016792,0.007313,-0.051018
SAM,-0.118554,0.00993,0.005745,-0.104687
SAM,-0.047007,-0.051076,0.005539,-0.090673
SAM,-0.05575,-0.042473,0.006414,-0.090056
SAM,-0.022592,0.051258,0.006029,0.033703
SAM,-0.046665,0.039117,0.006929,-0.002508
SAM,-0.10729,-0.025506,0.008149,-0.122971
SAM,-0.118554,0.207896,0.005548,0.070602
SAM,-0.044515,-0.030704,0.006653,-0.06769
SAM,-0.027645,-0.11702,0.006014,-0.136266
SAM,-0.106717,0.085183,0.007538,-0.023317
SAM,-0.033092,0.026364,0.007603,-5.5e-05
SAM,-0.047007,0.149285,0.005873,0.101694
SAM,0.107229,0.126506,0.007872,0.257119
SAM,-0.001231,-0.156443,0.007607,-0.151073
SAM,0.007933,-0.008189,0.006605,0.006281
SAM,-0.094247,0.080007,0.007517,-0.014428
SAM,-0.027372,-0.041354,0.005403,-0.062556
SAM,-0.027514,-0.034273,0.008677,-0.052696
SAM,-0.150138,0.052219,0.006824,-0.099656
SAM,-0.032723,0.06321,0.008027,0.036674
SAM,-0.161474,0.04322,0.006168,-0.119837
SAM,-0.150138,0.040537,0.005185,-0.111102
SAM,0.036168,0.019496,0.007235,0.064012
SAM,-0.044515,-0.091014,0.006025,-0.126245
SAM,-0.044151,-0.028426,0.006133,-0.065626
SAM,-0.021862,0.145751,0.007005,0.128552
SAM,-0.033564,-0.060979,0.0076,-0.085599
SAM,-0.09758,0.109582,0.007122,0.00844
SAM,0.017133,0.057369,0.00782,0.083896
SAM,-0.036595,-0.034467,0.006563,-0.063696
SAM,-0.10828,0.057592,0.008125,-0.049262
SAM,0.00676,-0.033668,0.007587,-0.019755
SAM,-0.048405,-0.000398,0.005678,-0.043383
SAM,-0.017076,0.005584,0.007399,-0.004273
SAM,-0.106383,0.091867,0.006789,-0.017664
SAM,-0.05575,0.101812,0.005965,0.046592
SAM,-0.038825,0.004585,0.007335,-0.027335
SAM,0.036168,-0.020262,0.007183,0.022466
SAM,-0.041825,0.069433,0.007425,0.032313
SAM,0.066421,-0.088922,0.005658,-0.02291
SAM,-0.063113,0.017653,0.004564,-0.042222
SAM,-0.106383,-0.055529,0.006412,-0.150593
SAM,-0.106383,-0.133681,0.006475,-0.22083
SAM,0.008402,-0.084916,0.00723,-0.070557
SAM,-0.066542,0.023383,0.00405,-0.040846
SAM,-0.135542,0.027237,0.007386,-0.105438
SAM,-0.058802,-0.038372,0.007571,-0.088066
SAM,0.046176,-0.018602,0.007635,0.034555
SAM,0.036168,-0.001242,0.007591,0.042738
SAM,-0.173381,-0.05327,0.005659,-0.212986
SAM,-0.083184,0.047862,0.005881,-0.033654
SAM,0.084014,-0.04105,0.006554,0.046328
SAM,-0.016822,-0.021799,0.006601,-0.031906
SAM,-0.067197,0.215643,0.005808,0.140541
SAM,-0.056492,0.033589,0.006934,-0.018038
SAM,-0.036121,0.097052,0.007224,0.065064
SAM,-0.132492,-0.001197,0.007108,-0.127372
SAM,-0.118554,0.085849,0.00692,-0.03626
SAM,-0.058802,-0.059874,0.007175,-0.108807
SAM,-0.032337,-0.008169,0.006538,-0.033966
SAM,-0.161474,-0.013507,0.007325,-0.16674
SAM,-0.094247,0.095883,0.007206,-0.000249
SAM,-0.079309,-0.031533,0.006012,-0.10298
SAM,-0.032724,-0.012999,0.008646,-0.037043
SAM,-0.05662,0.107052,0.008329,0.053068
SAM,-0.048405,-0.090481,0.007502,-0.128014
SAM,0.107229,0.022724,0.007947,0.141389
SAM,-0.125471,-0.048024,0.007126,-0.161536
SAM,-0.048405,0.107724,0.006473,0.060928
SAM,-0.067197,-0.05029,0.007944,-0.107071
SAM,0.011764,-0.057723,0.007114,-0.039855
SAM,-0.158656,-0.059603,0.007544,-0.202834
SAM,0.036168,-0.067595,0.008377,-0.025778
SAM,-0.060336,-0.091986,0.00529,-0.142258
SAM,-0.02982,-0.169888,0.007302,-0.188762
SAM,0.046176,-0.103405,0.005942,-0.05643
SAM,-0.027372,-0.143808,0.00668,-0.161681
SAM,-0.016822,-0.043815,0.006079,-0.054185
SAM,-0.00237,0.056933,0.008016,0.062881
SAM,-0.070033,0.198341,0.007318,0.122573
SAM,-0.116245,0.058786,0.006911,-0.057825
SAM,-0.164201,-0.215805,0.005303,-0.341094
SAM,-0.05575,0.105584,0.006319,0.050545
SAM,-0.051397,0.048042,0.006378,0.000516
SAM,0.107229,-0.040294,0.007156,0.070218
SAM,-0.094064,0.074694,0.006421,-0.020144
SAM,-0.009372,-0.016359,0.006532,-0.019213
SAM,-0.047007,0.043662,0.004413,-0.001008
SAM,-0.116245,-0.115688,0.007779,-0.212405
SAM,-0.064611,0.014309,0.005667,-0.04585
SAM,-0.00237,0.036719,0.006151,0.040623
SAM,0.106251,-0.008447,0.00737,0.104991
SAM,-0.033571,0.035855,0.007721,0.008809
SAM,-0.173381,0.097717,0.006862,-0.08638
SAM,-0.053663,0.008866,0.007209,-0.03839
SAM,-0.109538,-0.045989,0.007797,-0.143866
SAM,-0.089261,-0.043498,0.004228,-0.125193
SAM,-0.033092,-0.025531,0.007722,-0.050503
SAM,0.057162,-0.071973,0.004682,-0.014332
SAM,-0.016822,0.040945,0.006518,0.030105
SAM,-0.067197,0.00035,0.007258,-0.060098
SAM,-0.044151,0.140143,0.005865,0.096196
SAM,-0.01633,-0.025336,0.006638,-0.034889
SAM,-0.032724,0.03338,0.003659,0.003221
SAM,-0.028571,0.063136,0.005535,0.038477
SAM,0.020936,-0.011315,0.00603,0.015471
SAM,-0.164201,0.000807,0.00584,-0.158641
SAM,-0.125445,0.108428,0.006679,-0.024145
SAM,-0.012449,-0.091761,0.008551,-0.095398
SAM,-0.175474,-0.013513,0.007682,-0.180367
SAM,-0.101556,-0.040638,0.007721,-0.131412
SAM,0.026037,0.027928,0.00729,0.06238
SAM,-0.038329,0.01433,0.005404,-0.019276
SAM,-0.106383,-0.079075,0.008016,-0.170449
SAM,-0.032337,-0.157549,0.007208,-0.178916
SAM,-0.044151,0.174856,0.007354,0.131243
SAM,-0.022592,-0.009684,0.007639,-0.024663
SAM,0.026037,-0.078347,0.007341,-0.047407
SAM,-0.042143,-0.067203,0.007199,-0.100081
SAM,-0.082474,0.047639,0.006014,-0.032983
SAM,-0.106717,0.139506,0.00581,0.023815
SAM,-0.09758,-0.007201,0.005817,-0.098866
SAM,-0.058802,-0.023106,0.003922,-0.076943
SAM,-0.017076,-0.099762,0.006323,-0.109538
SAM,-0.054398,0.014526,0.007373,-0.033589
SAM,-0.099502,0.014752,0.007954,-0.07895
SAM,-0.109538,-0.001771,0.006106,-0.105688
SAM,-0.028571,0.020577,0.00673,-0.001911
SAM,-0.029976,0.061318,0.006326,0.036016
SAM,-0.042143,-0.030968,0.00706,-0.065252
SAM,-0.000619,0.061268,0.005468,0.06641
SAM,-0.015152,-0.031805,0.006307,-0.040461
SAM,-0.05575,-0.108591,0.006037,-0.153206
SAM,-0.083184,-0.033292,0.007475,-0.107081
SAM,-0.046665,-0.087325,0.005132,-0.12545
SAM,-0.027372,-0.059262,0.007215,-0.07841
SAM,-0.173381,0.103061,0.007767,-0.081107
SAM,-0.001231,0.054389,0.005394,0.058771
SAM,-0.041825,-0.067468,0.006217,-0.100916
SAM,-0.036595,-0.016192,0.006003,-0.046505
SAM,-0.047561,-0.045423,0.008461,-0.083131
SAM,-0.048405,0.069834,0.008238,0.026435
SAM,-0.050451,0.029993,0.007804,-0.014339
SAM,-0.027514,-0.129882,0.007293,-0.147651
SAM,0.084014,-0.033043,0.007774,0.056343
SAM,-0.135385,-0.014224,0.007486,-0.141302
SAM,-0.00767,0.002319,0.008492,0.003078
SAM,-0.02982,0.100195,0.006942,0.074797
SAM,-0.117899,0.088074,0.004429,-0.035959
SAM,-0.015152,0.173122,0.006407,0.162748
SAM,-0.135385,0.09419,0.007445,-0.046903
SAM,-0.039289,-0.077778,0.006574,-0.108187
SAM,-0.144467,0.003441,0.008091,-0.134578
SAM,-0.02982,0.052207,0.006063,0.02702
SAM,-0.04768,0.050932,0.0078,0.008631
SAM,-0.125445,-0.033045,0.005436,-0.149747
SAM,-0.0405,0.123041,0.007236,0.085355
SAM,-0.050451,0.01348,0.00609,-0.031791
SAM,0.065668,0.06194,0.005563,0.13797
SAM,-0.11315,0.031684,0.006842,-0.078791
SAM,-0.135385,0.102926,0.005685,-0.040973
SAM,-0.175474,-0.005048,0.007671,-0.173343
SAM,-0.10828,0.092047,0.00654,-0.019832
SAM,-0.164201,0.014872,0.006993,-0.145839
SAM,-0.089261,0.093194,0.006846,0.002431
SAM,-0.075948,-0.113003,0.007464,-0.174251
SAM,-0.118554,0.097812,0.006205,-0.026334
SAM,-0.054398,0.034012,0.00802,-0.014395
SAM,-0.044888,-0.068432,0.008944,-0.10229
SAM,-0.067197,-0.141703,0.005792,-0.194741
SAM,-0.065932,-0.056138,0.008494,-0.11088
SAM,-0.125471,-0.047647,0.006349,-0.161853
SAM,-0.032723,-0.031302,0.006395,-0.057009
SAM,-0.122843,-0.010628,0.007746,-0.125443
SAM,-0.039289,0.050536,0.005794,0.015109
SAM,-0.072339,0.043161,0.007499,-0.025043
SAM,-0.11141,-0.063042,0.007451,-0.161226
SAM,-0.044888,0.097281,0.006828,0.055182
SAM,-0.08695,0.020179,0.006789,-0.062202
SAM,-0.11315,0.077827,0.006364,-0.038046
SAM,-0.082474,0.07138,0.007623,-0.009488
SAM,-0.026949,-0.150486,0.006512,-0.167997
SAM,-0.122843,-0.026228,0.008013,-0.139006
SAM,-0.029976,-0.078275,0.008044,-0.098712
SAM,-0.150138,0.0687,0.005445,-0.086807
SAM,-0.064011,-0.002278,0.005577,-0.060936
SAM,-0.039289,0.119899,0.006714,0.083123
SAM,-0.047159,0.057103,0.005959,0.013254
SAM,-0.021919,-0.036417,0.006211,-0.051683
SAM,-0.00767,0.011417,0.006083,0.009765
SAM,-0.065932,-0.0374,0.008826,-0.09293
SAM,-0.029976,0.136413,0.008045,0.111216
SAM,-0.028571,0.02341,0.006058,0.000192
SAM,-0.044515,0.105092,0.004971,0.061148
SAM,0.00676,-0.066998,0.00633,-0.054745
SAM,-0.047402,0.040406,0.005618,-0.003344
SAM,-0.123378,-0.005106,0.007608,-0.121219
SAM,-0.197629,-0.013972,0.006959,-0.203333
SAM,-0.012449,0.002935,0.006324,-0.003287
SAM,-0.021919,-0.006467,0.006814,-0.021622
SAM,0.106251,0.007966,0.005745,0.12147
SAM,0.065668,0.022597,0.006666,0.097013
SAM,-0.158656,-0.084189,0.008531,-0.222915
SAM,-0.04768,0.126035,0.006213,0.079008
SAM,-0.085325,0.043658,0.006999,-0.038711
SAM,-0.079309,-0.030956,0.006116,-0.102354
SAM,-0.094064,-0.115063,0.0061,-0.193413
SAM,-0.125471,0.030226,0.007728,-0.092074
SAM,-0.123378,-0.022073,0.005661,-0.137875
SAM,-0.073547,-0.058043,0.006716,-0.12146
SAM,0.084014,0.020745,0.006021,0.113164
SAM,-0.116245,0.026128,0.008273,-0.085652
SAM,-0.072339,0.080256,0.006207,0.008332
SAM,-0.000619,0.108763,0.005628,0.114312
SAM,-0.150138,0.053664,0.006738,-0.098497
SAM,-0.02982,-0.047535,0.006742,-0.069708
SAM,0.046176,0.031431,0.007994,0.087685
SAM,-0.000619,-0.01787,0.006351,-0.012244
SAM,-0.118554,-0.045051,0.007322,-0.1521
SAM,-0.079309,-0.021932,0.005898,-0.094191
SAM,-0.017076,-0.055905,0.007986,-0.064615
SAM,-0.144467,0.064298,0.007782,-0.082372
SAM,-0.173381,-0.14912,0.007454,-0.291403
SAM,-0.046665,-0.060867,0.007733,-0.097768
SAM,-0.047007,0.081217,0.007158,0.037768
SAM,0.107229,0.090004,0.007014,0.215349
SAM,-0.117899,-0.108564,0.005751,-0.209142
SAM,-0.00237,-0.064209,0.006228,-0.060612
SAM,-0.082474,0.042674,0.007743,-0.035912
SAM,-0.047402,0.141863,0.007705,0.096118
SAM,-0.016822,0.017488,0.007788,0.008163
SAM,-0.017076,-0.002865,0.00647,-0.013551
SAM,-0.037154,0.005191,0.008577,-0.023854
SAM,-0.065932,0.13509,0.006728,0.067385
SAM,-0.036121,-0.065973,0.007359,-0.093086
SAM,-0.058802,-0.012499,0.009677,-0.061571
SAM,-0.033564,0.05695,0.006386,0.027998
SAM,-0.021862,0.07302,0.007619,0.057558
SAM,0.007933,0.057604,0.005388,0.071737
SAM,0.106251,0.100118,0.006529,0.224953
SAM,-0.00767,-0.060748,0.007495,-0.060966
SAM,-0.028571,-0.032913,0.006282,-0.054642
SAM,-0.089346,0.193993,0.006938,0.094858
SAM,-0.015381,-0.09457,0.007126,-0.102143
SAM,-0.015152,0.124896,0.007061,0.115674
SAM,-0.065932,0.152652,0.004695,0.08171
SAM,-0.022592,-0.009469,0.009142,-0.022996
SAM,-0.161474,-0.00488,0.005791,-0.160733
SAM,-0.099502,0.018038,0.006095,-0.077672
SAM,-0.135385,-0.014121,0.005277,-0.143096
SAM,-0.05575,-0.02601,0.005871,-0.07491
SAM,-0.028571,0.033773,0.006829,0.011095
SAM,-0.146034,0.013696,0.007884,-0.127513
SAM,-0.033564,0.032809,0.006256,0.004389
SAM,-0.039289,0.114935,0.007,0.078629
SAM,0.065668,0.08624,0.007184,0.165888
SAM,0.007933,0.065348,0.005734,0.079957
SAM,0.036168,0.00562,0.005001,0.047202
SAM,-0.083184,-0.036379,0.005894,-0.111329
SAM,0.00676,0.061042,0.008186,0.076959
SAM,-0.085325,0.028273,0.006046,-0.053778
SAM,-0.144467,0.001872,0.006109,-0.137629
SAM,-0.032724,0.063121,0.00718,0.035715
SAM,-0.03495,0.08986,0.00747,0.059626
SAM,-0.075948,0.065332,0.005687,-0.00998
SAM,-0.085325,0.051632,0.007566,-0.030821
SAM,-0.048405,0.184045,0.007318,0.134976
SAM,-0.032337,0.045713,0.006246,0.018218
SAM,-0.146034,0.024042,0.004951,-0.121173
SAM,-0.028571,-0.075061,0.007617,-0.094644
SAM,-0.027645,-0.017638,0.007171,-0.037945
SAM,-0.056492,0.105847,0.007001,0.05068
SAM,-0.00767,-0.020046,0.005431,-0.02228
SAM,-0.094247,-0.089438,0.009087,-0.167761
SAM,-0.125471,-0.020041,0.005802,-0.138026
SAM,-0.002587,0.026386,0.006266,0.030145
SAM,-0.046665,0.005423,0.007787,-0.034031
SAM,-0.101556,-0.172219,0.006912,-0.251145
SAM,-0.033571,-0.029039,0.007014,-0.055053
SAM,-0.030232,-0.017191,0.005616,-0.04155
SAM,-0.027372,0.058723,0.00554,0.035448
SAM,0.057162,-0.07837,0.007208,-0.018665
SAM,-0.070033,-0.021638,0.006418,-0.084317
SAM,-0.125445,0.086485,0.008729,-0.041514
SAM,-0.027645,-0.127442,0.00566,-0.146762
SAM,-0.09715,-0.083512,0.006431,-0.167227
SAM,-0.053663,0.077564,0.007029,0.026906
SAM,-0.02982,-0.030558,0.006396,-0.053451
SAM,-0.026949,-0.049222,0.006049,-0.069249
SAM,0.00676,-0.002546,0.006919,0.011145
SAM,-0.10828,0.018896,0.00887,-0.083371
SAM,-0.047007,-0.041684,0.0062,-0.081069
SAM,-0.012668,-0.092538,0.005234,-0.099344
SAM,-0.116245,-0.021021,0.007403,-0.128417
SAM,-0.083184,0.043409,0.006489,-0.037178
SAM,-0.002587,0.004645,0.005824,0.007881
SAM,-0.106717,-0.017314,0.007477,-0.11562
SAM,-0.173381,-0.023668,0.007329,-0.187031
SAM,-0.065288,-0.101722,0.006176,-0.155183
SAM,-0.038825,-0.124275,0.005195,-0.153903
SAM,-0.135385,0.067636,0.00778,-0.069724
SAM,-0.135542,-0.184257,0.006179,-0.290467
SAM,-0.144467,-0.064184,0.007129,-0.193672
SAM,-0.079309,0.043227,0.006731,-0.033045
SAM,-0.033092,0.008832,0.007374,-0.017359
SAM,-0.0405,0.026967,0.007104,-0.007624
SAM,-0.025556,-0.104543,0.008185,-0.120286
SAM,-0.042143,-0.013168,0.007533,-0.047635
SAM,-0.041825,-0.014774,0.004908,-0.051348
SAM,-0.094247,0.035707,0.006523,-0.055787
SAM,-0.044515,0.043541,0.007025,0.004092
SAM,-0.022592,0.023047,0.006482,0.006416
SAM,0.036168,-0.007262,0.008071,0.036946
SAM,-0.050174,0.050363,0.007346,0.004992
SAM,-0.047561,0.019184,0.004991,-0.024445
SAM,-0.015883,-0.026684,0.006523,-0.035895
SAM,-0.021919,-0.024017,0.006918,-0.038805
SAM,0.00676,-0.018044,0.006096,-0.00538
SAM,-0.042143,-0.064213,0.007576,-0.096859
SAM,-0.094247,-0.080262,0.00745,-0.160738
SAM,-0.158656,0.110177,0.007283,-0.059156
SAM,0.084014,0.008884,0.007626,0.101985
SAM,-0.000619,0.061586,0.008235,0.069666
SAM,-0.060336,-0.10983,0.007726,-0.157078
SAM,-0.015883,0.155016,0.007705,0.145428
SAM,-0.00237,-0.042315,0.006881,-0.03801
SAM,-0.079309,-0.046503,0.00632,-0.116576
SAM,-0.071798,-0.145173,0.008946,-0.19945
SAM,-0.033092,0.018591,0.007314,-0.007913
SAM,-0.10828,-0.036496,0.005935,-0.135725
SAM,-0.06369,0.096038,0.006822,0.033232
SAM,0.004722,0.010696,0.00655,0.02212
SAM,0.008402,0.155442,0.007728,0.174154
SAM,-0.064611,-0.049529,0.006587,-0.105084
SAM,-0.118554,-0.087234,0.005359,-0.191135
SAM,-0.03495,0.055795,0.007485,0.026521
SAM,-0.055397,-0.00705,0.006366,-0.056084
